epoch,dino_collapse_flag,dino_feat_mean_cos,dino_knn_top1_k10,dino_knn_top1_k20,dino_teacher_entropy,dino_teacher_entropy_is_centered,dino_teacher_entropy_norm,loss,val_dino_collapse_flag,val_dino_feat_mean_cos,val_dino_knn_top1_k10,val_dino_knn_top1_k20,val_dino_teacher_entropy,val_dino_teacher_entropy_is_centered,val_dino_teacher_entropy_norm,val_loss
0,0.0,0.2618163086077599,0.2451171875,0.2412109375,8.153510414119362,1.0,0.9802524200238769,8.010375022888184,NA,NA,NA,NA,NA,NA,NA,NA
1,nan,nan,nan,nan,nan,nan,nan,8.207481384277344,NA,NA,NA,NA,NA,NA,NA,NA
2,nan,nan,nan,nan,nan,nan,nan,8.223271369934082,NA,NA,NA,NA,NA,NA,NA,NA
3,nan,nan,nan,nan,nan,nan,nan,8.229639053344727,NA,NA,NA,NA,NA,NA,NA,NA
4,0.0,0.41943719784861233,0.255859375,0.2685546875,8.305115667860484,1.0,0.9984790990026294,8.232088088989258,NA,NA,NA,NA,NA,NA,NA,NA
5,nan,nan,nan,nan,nan,nan,nan,8.22966480255127,NA,NA,NA,NA,NA,NA,NA,NA
6,nan,nan,nan,nan,nan,nan,nan,8.227153778076172,NA,NA,NA,NA,NA,NA,NA,NA
7,nan,nan,nan,nan,nan,nan,nan,8.222877502441406,NA,NA,NA,NA,NA,NA,NA,NA
8,0.0,0.404767585762151,0.283203125,0.2744140625,8.294217611168031,1.0,0.997168884640502,8.217183113098145,NA,NA,NA,NA,NA,NA,NA,NA
9,nan,nan,nan,nan,nan,nan,nan,8.209799766540527,NA,NA,NA,NA,NA,NA,NA,NA
10,nan,nan,nan,nan,nan,nan,nan,8.20336627960205,NA,NA,NA,NA,NA,NA,NA,NA
11,nan,nan,nan,nan,nan,nan,nan,8.193628311157227,NA,NA,NA,NA,NA,NA,NA,NA
12,0.0,0.4302272111533527,0.2900390625,0.2900390625,8.281033789398165,1.0,0.9955838651165563,8.185227394104004,NA,NA,NA,NA,NA,NA,NA,NA
13,nan,nan,nan,nan,nan,nan,nan,8.173026084899902,NA,NA,NA,NA,NA,NA,NA,NA
14,nan,nan,nan,nan,nan,nan,nan,8.169254302978516,NA,NA,NA,NA,NA,NA,NA,NA
15,nan,nan,nan,nan,nan,nan,nan,8.159097671508789,NA,NA,NA,NA,NA,NA,NA,NA
16,0.0,0.40661807639975717,0.2841796875,0.3017578125,8.261019061097215,1.0,0.9931776026778462,8.152983665466309,NA,NA,NA,NA,NA,NA,NA,NA
17,nan,nan,nan,nan,nan,nan,nan,8.147371292114258,NA,NA,NA,NA,NA,NA,NA,NA
18,nan,nan,nan,nan,nan,nan,nan,8.14128303527832,NA,NA,NA,NA,NA,NA,NA,NA
19,nan,nan,nan,nan,nan,nan,nan,8.132530212402344,NA,NA,NA,NA,NA,NA,NA,NA
20,0.0,0.4237275886084621,0.306640625,0.3203125,8.260618890912632,1.0,0.9931294923827787,8.128153800964355,NA,NA,NA,NA,NA,NA,NA,NA
21,nan,nan,nan,nan,nan,nan,nan,8.128448486328125,NA,NA,NA,NA,NA,NA,NA,NA
22,nan,nan,nan,nan,nan,nan,nan,8.116015434265137,NA,NA,NA,NA,NA,NA,NA,NA
23,nan,nan,nan,nan,nan,nan,nan,8.119237899780273,NA,NA,NA,NA,NA,NA,NA,NA
24,0.0,0.457555691870392,0.2998046875,0.31640625,8.249923896381972,1.0,0.9918436910851356,8.113215446472168,NA,NA,NA,NA,NA,NA,NA,NA
25,nan,nan,nan,nan,nan,nan,nan,8.111518859863281,NA,NA,NA,NA,NA,NA,NA,NA
26,nan,nan,nan,nan,nan,nan,nan,8.112030982971191,NA,NA,NA,NA,NA,NA,NA,NA
27,nan,nan,nan,nan,nan,nan,nan,8.10372257232666,NA,NA,NA,NA,NA,NA,NA,NA
28,0.0,0.48041524191147106,0.3193359375,0.33203125,8.244464994506702,1.0,0.9911873968631228,8.100050926208496,NA,NA,NA,NA,NA,NA,NA,NA
29,nan,nan,nan,nan,nan,nan,nan,8.098308563232422,NA,NA,NA,NA,NA,NA,NA,NA
30,nan,nan,nan,nan,nan,nan,nan,8.101245880126953,NA,NA,NA,NA,NA,NA,NA,NA
31,nan,nan,nan,nan,nan,nan,nan,8.099335670471191,NA,NA,NA,NA,NA,NA,NA,NA
32,0.0,0.44664954488835257,0.310546875,0.302734375,8.255270998784969,1.0,0.9924865442617963,8.095361709594727,NA,NA,NA,NA,NA,NA,NA,NA
33,nan,nan,nan,nan,nan,nan,nan,8.090201377868652,NA,NA,NA,NA,NA,NA,NA,NA
34,nan,nan,nan,nan,nan,nan,nan,8.093809127807617,NA,NA,NA,NA,NA,NA,NA,NA
35,nan,nan,nan,nan,nan,nan,nan,8.090983390808105,NA,NA,NA,NA,NA,NA,NA,NA
36,0.0,0.4387072064139351,0.298828125,0.306640625,8.248282989547562,1.0,0.9916464137390885,8.0886812210083,NA,NA,NA,NA,NA,NA,NA,NA
37,nan,nan,nan,nan,nan,nan,nan,8.094371795654297,NA,NA,NA,NA,NA,NA,NA,NA
38,nan,nan,nan,nan,nan,nan,nan,8.086495399475098,NA,NA,NA,NA,NA,NA,NA,NA
39,nan,nan,nan,nan,nan,nan,nan,8.085282325744629,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0,0.4679101527298739,0.306640625,0.3056640625,8.24834923949711,1.0,0.9916543786118944,8.083982467651367,NA,NA,NA,NA,NA,NA,NA,NA
41,nan,nan,nan,nan,nan,nan,nan,8.084030151367188,NA,NA,NA,NA,NA,NA,NA,NA
42,nan,nan,nan,nan,nan,nan,nan,8.079425811767578,NA,NA,NA,NA,NA,NA,NA,NA
43,nan,nan,nan,nan,nan,nan,nan,8.07706069946289,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0,0.4592150219630497,0.310546875,0.3173828125,8.241968298049077,1.0,0.9908872325632878,8.080888748168945,NA,NA,NA,NA,NA,NA,NA,NA
45,nan,nan,nan,nan,nan,nan,nan,8.083635330200195,NA,NA,NA,NA,NA,NA,NA,NA
46,nan,nan,nan,nan,nan,nan,nan,8.07808780670166,NA,NA,NA,NA,NA,NA,NA,NA
47,nan,nan,nan,nan,nan,nan,nan,8.079622268676758,NA,NA,NA,NA,NA,NA,NA,NA
48,0.0,0.47138347445786455,0.31640625,0.3291015625,8.243718337934634,1.0,0.9910976303853088,8.075287818908691,NA,NA,NA,NA,NA,NA,NA,NA
49,nan,nan,nan,nan,nan,nan,nan,8.072410583496094,NA,NA,NA,NA,NA,NA,NA,NA
50,nan,nan,nan,nan,nan,nan,nan,8.07136344909668,NA,NA,NA,NA,NA,NA,NA,NA
51,nan,nan,nan,nan,nan,nan,nan,8.073570251464844,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0,0.4622406451770437,0.3203125,0.3232421875,8.240194805346583,1.0,0.9906740151360428,8.073963165283203,NA,NA,NA,NA,NA,NA,NA,NA
53,nan,nan,nan,nan,nan,nan,nan,8.0733642578125,NA,NA,NA,NA,NA,NA,NA,NA
54,nan,nan,nan,nan,nan,nan,nan,8.070266723632812,NA,NA,NA,NA,NA,NA,NA,NA
55,nan,nan,nan,nan,nan,nan,nan,8.075322151184082,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0,0.48223957390261546,0.322265625,0.3330078125,8.242159465486267,1.0,0.9909102155894224,8.073689460754395,NA,NA,NA,NA,NA,NA,NA,NA
57,nan,nan,nan,nan,nan,nan,nan,8.069546699523926,NA,NA,NA,NA,NA,NA,NA,NA
58,nan,nan,nan,nan,nan,nan,nan,8.079025268554688,NA,NA,NA,NA,NA,NA,NA,NA
59,nan,nan,nan,nan,nan,nan,nan,8.06899356842041,NA,NA,NA,NA,NA,NA,NA,NA
